5755	10000
559	26	1.0
559	43	1.0
559	63	1.0
559	92	1.0
559	112	1.0
559	123	1.0
559	166	1.0
559	223	1.0
559	332	1.0
559	586	1.0
559	655	1.0
559	1642	1.0
559	1757	1.0
559	7871	1.0
559	8404	1.0
559	8722	1.0
559	9469	1.0
560	0	2.0
560	1	1.0
560	2	1.0
560	4	1.0
560	7	1.0
560	8	1.0
560	9	1.0
560	10	1.0
560	11	1.0
560	16	1.0
560	20	1.0
560	28	1.0
560	39	1.0
560	40	1.0
560	45	1.0
560	75	1.0
560	99	1.0
560	109	1.0
560	128	1.0
560	131	1.0
560	159	1.0
560	594	1.0
560	630	1.0
560	870	1.0
560	923	1.0
560	7681	1.0
560	7888	1.0
560	8511	1.0
560	8573	1.0
561	0	2.0
561	1	1.0
561	2	1.0
561	3	1.0
561	8	1.0
561	10	1.0
561	11	1.0
561	12	1.0
561	17	1.0
561	25	1.0
561	28	1.0
561	34	1.0
561	35	1.0
561	36	1.0
561	47	1.0
561	72	1.0
561	113	1.0
561	135	1.0
561	139	1.0
561	161	1.0
561	171	1.0
561	397	1.0
561	767	1.0
561	904	1.0
561	6107	1.0
561	7289	1.0
561	7302	1.0
561	8884	1.0
562	0	2.0
562	1	1.0
562	3	1.0
562	5	1.0
562	7	1.0
562	10	1.0
562	11	1.0
562	22	1.0
562	25	1.0
562	30	1.0
562	31	1.0
562	38	1.0
562	43	1.0
562	132	1.0
562	153	1.0
562	160	1.0
562	181	1.0
562	414	1.0
562	1846	1.0
562	4999	1.0
563	0	1.0
563	1	1.0
563	3	1.0
563	5	1.0
563	10	1.0
563	13	1.0
563	17	1.0
563	22	1.0
563	24	1.0
563	25	1.0
563	30	1.0
563	31	1.0
563	34	1.0
563	35	1.0
563	36	1.0
563	113	1.0
563	135	1.0
563	171	1.0
563	397	1.0
563	767	1.0
563	904	1.0
563	1846	1.0
563	6107	1.0
563	7289	1.0
564	0	1.0
564	1	1.0
564	3	1.0
564	4	1.0
564	5	1.0
564	7	1.0
564	9	1.0
564	10	1.0
564	16	1.0
564	20	1.0
564	22	1.0
564	27	1.0
564	30	1.0
564	31	1.0
564	52	1.0
564	99	1.0
564	131	1.0
564	159	1.0
564	630	1.0
564	870	1.0
564	1846	1.0
564	7681	1.0
564	8511	1.0
564	8573	1.0
565	1	1.0
565	3	1.0
565	4	1.0
565	5	1.0
565	7	1.0
565	9	1.0
565	14	1.0
565	21	1.0
565	22	1.0
565	30	1.0
565	31	1.0
565	41	1.0
565	43	1.0
565	92	1.0
565	104	1.0
565	123	1.0
565	166	1.0
565	223	1.0
565	332	1.0
565	586	1.0
565	1642	1.0
565	1846	1.0
565	7871	1.0
565	8404	1.0
566	0	1.0
566	1	1.0
566	3	1.0
566	4	1.0
566	5	1.0
566	10	1.0
566	15	1.0
566	17	1.0
566	22	1.0
566	30	1.0
566	31	1.0
566	32	1.0
566	33	1.0
566	36	1.0
566	118	1.0
566	175	1.0
566	210	1.0
566	255	1.0
566	297	1.0
566	1002	2.0
566	1846	1.0
566	3292	1.0
566	3357	1.0
567	2	1.0
567	22	1.0
567	47	2.0
567	62	1.0
567	154	1.0
567	155	1.0
567	7958	2.0
568	0	1.0
568	2	1.0
568	6	1.0
568	8	1.0
568	11	1.0
568	12	1.0
568	38	2.0
568	53	1.0
568	62	1.0
568	151	1.0
568	152	1.0
568	156	1.0
568	441	1.0
568	2004	1.0
568	5223	2.0
569	0	2.0
569	1	1.0
569	2	1.0
569	3	1.0
569	4	1.0
569	5	1.0
569	6	1.0
569	8	1.0
569	10	1.0
569	11	1.0
569	12	1.0
569	15	2.0
569	23	1.0
569	32	1.0
569	33	1.0
569	49	1.0
569	157	1.0
569	264	1.0
569	345	1.0
569	644	2.0
569	862	1.0
569	1098	1.0
569	1407	1.0
570	0	2.0
570	1	1.0
570	2	1.0
570	3	1.0
570	4	1.0
570	5	1.0
570	6	1.0
570	7	1.0
570	8	1.0
570	9	1.0
570	10	1.0
570	11	1.0
570	12	1.0
570	14	1.0
570	21	1.0
570	42	1.0
570	48	1.0
570	110	1.0
570	120	1.0
570	179	1.0
570	218	1.0
570	288	1.0
570	744	1.0
570	852	1.0
570	1328	1.0
570	1560	1.0
570	6359	1.0
570	6505	1.0
570	9017	1.0
571	0	1.0
571	1	1.0
571	2	1.0
571	3	1.0
571	4	1.0
571	5	1.0
571	6	1.0
571	8	1.0
571	10	1.0
571	12	1.0
571	13	1.0
571	15	2.0
571	24	1.0
571	32	1.0
571	33	1.0
571	42	1.0
571	49	1.0
571	120	1.0
571	179	1.0
571	264	1.0
571	288	1.0
571	644	2.0
571	862	1.0
571	1407	1.0
571	1560	1.0
571	6359	1.0
571	6505	1.0
572	0	1.0
572	1	1.0
572	2	1.0
572	3	1.0
572	4	1.0
572	5	1.0
572	6	1.0
572	7	1.0
572	9	1.0
572	11	1.0
572	13	1.0
572	14	1.0
572	26	1.0
572	29	1.0
572	37	1.0
572	48	1.0
572	54	1.0
572	73	1.0
572	106	1.0
572	164	1.0
572	180	1.0
572	196	1.0
572	203	1.0
572	228	1.0
572	744	1.0
572	852	1.0
572	1344	1.0
572	6367	1.0
572	6752	1.0
572	8395	1.0
573	0	1.0
573	1	1.0
573	2	1.0
573	3	1.0
573	4	1.0
573	5	1.0
573	6	1.0
573	10	1.0
573	15	2.0
573	26	1.0
573	27	1.0
573	32	1.0
573	33	1.0
573	49	1.0
573	52	1.0
573	54	1.0
573	106	1.0
573	164	1.0
573	196	1.0
573	228	1.0
573	264	1.0
573	644	2.0
573	862	1.0
573	1407	1.0
573	6367	1.0
573	6752	1.0
573	8395	1.0
574	0	1.0
574	1	1.0
574	2	1.0
574	4	1.0
574	7	1.0
574	8	1.0
574	9	1.0
574	11	1.0
574	12	1.0
574	14	1.0
574	20	1.0
574	27	1.0
574	28	1.0
574	42	1.0
574	46	1.0
574	48	1.0
574	57	1.0
574	81	1.0
574	83	1.0
574	97	1.0
574	162	1.0
574	170	1.0
574	197	1.0
574	215	1.0
574	430	1.0
574	744	1.0
574	852	1.0
574	7055	1.0
574	7929	1.0
575	0	2.0
575	1	1.0
575	2	1.0
575	3	1.0
575	5	1.0
575	6	1.0
575	8	1.0
575	10	1.0
575	11	1.0
575	17	1.0
575	25	1.0
575	26	1.0
575	37	1.0
575	44	1.0
575	67	1.0
575	79	1.0
575	101	1.0
575	109	1.0
575	126	1.0
575	143	1.0
575	165	1.0
575	176	1.0
575	230	1.0
575	358	1.0
575	738	1.0
575	3405	1.0
575	3675	1.0
576	1	1.0
576	2	1.0
576	3	1.0
576	4	1.0
576	5	1.0
576	6	1.0
576	7	1.0
576	8	1.0
576	9	1.0
576	13	1.0
576	14	1.0
576	20	1.0
576	24	1.0
576	26	1.0
576	27	1.0
576	46	1.0
576	48	1.0
576	57	1.0
576	81	1.0
576	101	1.0
576	109	1.0
576	165	1.0
576	170	1.0
576	358	1.0
576	738	1.0
576	744	1.0
576	852	1.0
576	3405	1.0
576	3675	1.0
576	7055	1.0
576	7929	1.0
577	0	1.0
577	1	1.0
577	2	1.0
577	3	1.0
577	4	1.0
577	5	1.0
577	6	1.0
577	8	1.0
577	10	1.0
577	15	2.0
577	26	1.0
577	32	1.0
577	33	1.0
577	49	1.0
577	58	1.0
577	101	1.0
577	109	1.0
577	149	1.0
577	165	1.0
577	264	1.0
577	358	1.0
577	644	2.0
577	738	1.0
577	862	1.0
577	1407	1.0
577	3405	1.0
577	3675	1.0
578	0	1.0
578	1	1.0
578	2	1.0
578	3	1.0
578	4	1.0
578	6	1.0
578	7	1.0
578	8	1.0
578	9	1.0
578	11	1.0
578	12	1.0
578	14	1.0
578	20	1.0
578	26	1.0
578	48	1.0
578	58	1.0
578	65	1.0
578	74	1.0
578	118	1.0
578	137	1.0
578	145	1.0
578	161	1.0
578	331	1.0
578	744	1.0
578	852	1.0
578	1745	1.0
578	4007	1.0
578	5962	1.0
578	5966	1.0
578	8486	1.0
579	0	2.0
579	1	1.0
579	2	1.0
579	3	1.0
579	4	1.0
579	5	1.0
579	6	1.0
579	7	1.0
579	10	1.0
579	11	1.0
579	17	1.0
579	18	1.0
579	19	1.0
579	20	1.0
579	45	1.0
579	82	1.0
579	94	1.0
579	111	1.0
579	116	1.0
579	132	1.0
579	134	1.0
579	221	1.0
579	1504	1.0
579	3048	1.0
579	3239	1.0
579	4188	1.0
579	6810	1.0
579	6954	1.0
579	8208	1.0
580	1	1.0
580	2	1.0
580	3	1.0
580	4	1.0
580	5	1.0
580	6	1.0
580	7	1.0
580	9	1.0
580	13	1.0
580	14	1.0
580	18	1.0
580	19	1.0
580	20	1.0
580	24	1.0
580	45	1.0
580	48	1.0
580	58	1.0
580	65	1.0
580	94	1.0
580	118	1.0
580	134	1.0
580	137	1.0
580	221	1.0
580	331	1.0
580	744	1.0
580	852	1.0
580	1745	1.0
580	3239	1.0
580	4007	1.0
580	6810	1.0
580	6954	1.0
581	0	1.0
581	1	1.0
581	2	1.0
581	4	1.0
581	7	1.0
581	8	1.0
581	9	1.0
581	11	1.0
581	12	1.0
581	13	1.0
581	17	1.0
581	28	1.0
581	29	1.0
581	36	1.0
581	39	1.0
581	40	1.0
581	51	1.0
581	77	1.0
581	78	1.0
581	96	1.0
581	111	1.0
581	129	1.0
581	187	1.0
581	1504	1.0
581	1955	1.0
581	3048	1.0
581	5081	1.0
581	9235	1.0
582	0	2.0
582	1	1.0
582	2	1.0
582	3	1.0
582	5	1.0
582	6	1.0
582	8	1.0
582	10	1.0
582	11	1.0
582	12	1.0
582	25	1.0
582	34	1.0
582	35	1.0
582	42	1.0
582	43	1.0
582	50	1.0
582	64	1.0
582	100	1.0
582	108	1.0
582	119	1.0
582	122	1.0
582	184	1.0
582	239	1.0
582	4508	1.0
582	4916	1.0
582	6423	1.0
582	7563	1.0
583	1	1.0
583	2	1.0
583	3	1.0
583	4	1.0
583	5	1.0
583	6	1.0
583	7	1.0
583	8	1.0
583	9	1.0
583	12	1.0
583	13	2.0
583	17	1.0
583	24	1.0
583	29	1.0
583	36	1.0
583	42	1.0
583	78	1.0
583	96	1.0
583	100	1.0
583	111	1.0
583	119	1.0
583	187	1.0
583	239	1.0
583	1504	1.0
583	1955	1.0
583	3048	1.0
583	4508	1.0
583	5081	1.0
583	6423	1.0
583	7563	1.0
584	0	1.0
584	1	1.0
584	2	1.0
584	3	1.0
584	4	1.0
584	5	1.0
584	6	1.0
584	7	1.0
584	9	1.0
584	11	1.0
584	13	1.0
584	18	1.0
584	19	1.0
584	29	1.0
584	37	1.0
584	43	1.0
584	45	1.0
584	54	1.0
584	66	1.0
584	80	1.0
584	93	1.0
584	95	1.0
584	122	1.0
584	184	1.0
584	200	1.0
584	3339	1.0
584	4331	1.0
584	4916	1.0
584	5425	1.0
585	0	2.0
585	1	1.0
585	2	1.0
585	4	1.0
585	7	1.0
585	9	1.0
585	10	1.0
585	11	1.0
585	18	1.0
585	19	1.0
585	28	1.0
585	36	1.0
585	39	1.0
585	40	1.0
585	46	1.0
585	56	1.0
585	68	1.0
585	87	1.0
585	88	1.0
585	91	1.0
585	127	1.0
585	229	1.0
585	303	1.0
585	346	1.0
585	2246	1.0
585	2283	1.0
585	2748	1.0
585	4772	1.0
585	9746	1.0
586	0	2.0
586	1	1.0
586	2	1.0
586	10	1.0
586	11	1.0
586	18	1.0
586	19	1.0
586	25	1.0
586	26	1.0
586	28	1.0
586	34	1.0
586	35	1.0
586	39	1.0
586	40	1.0
586	43	1.0
586	44	1.0
586	60	1.0
586	105	1.0
586	107	1.0
586	115	1.0
586	130	1.0
586	284	1.0
586	318	1.0
586	1503	1.0
586	2375	1.0
586	4592	1.0
586	5464	1.0
586	8780	1.0
586	9610	1.0
587	0	2.0
587	1	1.0
587	2	1.0
587	8	1.0
587	10	1.0
587	11	1.0
587	12	1.0
587	20	1.0
587	25	1.0
587	28	1.0
587	34	1.0
587	35	1.0
587	39	1.0
587	40	1.0
587	45	1.0
587	71	1.0
587	102	1.0
587	112	1.0
587	123	1.0
587	142	1.0
587	231	1.0
587	360	1.0
587	380	1.0
587	445	1.0
587	2021	1.0
587	5299	1.0
587	5475	1.0
587	5706	1.0
588	0	2.0
588	1	1.0
588	2	1.0
588	3	1.0
588	5	1.0
588	6	1.0
588	8	1.0
588	10	1.0
588	11	1.0
588	12	1.0
588	17	1.0
588	25	1.0
588	26	1.0
588	34	1.0
588	35	1.0
588	36	1.0
588	70	1.0
588	84	1.0
588	128	1.0
588	131	1.0
588	144	1.0
588	159	1.0
588	205	1.0
588	304	1.0
588	2988	1.0
588	3053	1.0
588	8476	1.0
589	0	1.0
589	1	1.0
589	2	1.0
589	3	1.0
589	5	1.0
589	6	1.0
589	8	1.0
589	10	1.0
589	12	1.0
589	13	1.0
589	20	1.0
589	24	1.0
589	25	1.0
589	26	1.0
589	34	1.0
589	35	1.0
589	71	1.0
589	84	1.0
589	123	1.0
589	128	1.0
589	142	1.0
589	144	1.0
589	304	1.0
589	380	1.0
589	445	1.0
589	2021	1.0
589	2988	1.0
589	3053	1.0
589	5299	1.0
589	5475	1.0
589	5706	1.0
590	0	1.0
590	1	1.0
590	2	1.0
590	3	1.0
590	5	1.0
590	6	1.0
590	8	1.0
590	10	1.0
590	12	1.0
590	25	1.0
590	26	1.0
590	27	1.0
590	34	1.0
590	35	1.0
590	43	1.0
590	44	1.0
590	52	1.0
590	60	1.0
590	84	1.0
590	107	1.0
590	128	1.0
590	130	1.0
590	144	1.0
590	284	1.0
590	304	1.0
590	318	1.0
590	1503	1.0
590	2375	1.0
590	2988	1.0
590	3053	1.0
590	5464	1.0
591	0	1.0
591	1	1.0
591	2	1.0
591	3	1.0
591	4	1.0
591	5	1.0
591	6	1.0
591	7	1.0
591	8	1.0
591	9	1.0
591	10	1.0
591	12	1.0
591	26	1.0
591	36	1.0
591	41	1.0
591	46	1.0
591	56	1.0
591	68	1.0
591	84	1.0
591	88	1.0
591	104	1.0
591	127	1.0
591	128	1.0
591	144	1.0
591	229	1.0
591	304	1.0
591	2246	1.0
591	2283	1.0
591	2748	1.0
591	2988	1.0
591	3053	1.0
592	0	1.0
592	1	1.0
592	2	1.0
592	3	1.0
592	4	1.0
592	5	1.0
592	6	1.0
592	7	1.0
592	8	1.0
592	9	1.0
592	11	1.0
592	12	1.0
592	20	1.0
592	41	1.0
592	43	1.0
592	44	1.0
592	51	1.0
592	69	1.0
592	89	1.0
592	90	1.0
592	130	1.0
592	133	1.0
592	135	1.0
592	139	1.0
592	418	1.0
592	1503	1.0
592	7679	1.0
592	9316	1.0
593	0	2.0
593	1	1.0
593	2	1.0
593	3	1.0
593	4	1.0
593	5	1.0
593	6	1.0
593	7	1.0
593	9	1.0
593	10	1.0
593	11	1.0
593	17	1.0
593	50	1.0
593	51	2.0
593	76	1.0
593	85	1.0
593	140	1.0
593	160	1.0
593	169	1.0
593	181	1.0
593	3433	1.0
593	3598	1.0
593	4039	1.0
593	4258	1.0
593	4483	1.0
593	8937	1.0
593	9187	1.0
594	1	1.0
594	2	1.0
594	3	1.0
594	4	1.0
594	5	1.0
594	6	1.0
594	7	1.0
594	9	1.0
594	13	1.0
594	20	1.0
594	24	1.0
594	41	1.0
594	43	1.0
594	44	1.0
594	51	2.0
594	69	1.0
594	85	1.0
594	89	1.0
594	130	1.0
594	133	1.0
594	135	1.0
594	169	1.0
594	418	1.0
594	1503	1.0
594	3433	1.0
594	3598	1.0
594	4039	1.0
594	4258	1.0
594	4483	1.0
594	7679	1.0
595	0	1.0
595	1	1.0
595	2	1.0
595	3	1.0
595	4	1.0
595	5	1.0
595	6	1.0
595	7	1.0
595	9	1.0
595	10	1.0
595	36	1.0
595	46	1.0
595	51	2.0
595	56	1.0
595	68	1.0
595	85	1.0
595	88	1.0
595	117	1.0
595	127	1.0
595	169	1.0
595	173	1.0
595	229	1.0
595	2246	1.0
595	2283	1.0
595	2748	1.0
595	3433	1.0
595	3598	1.0
595	4039	1.0
595	4258	1.0
595	4483	1.0
596	0	1.0
596	1	1.0
596	2	1.0
596	4	1.0
596	7	1.0
596	8	1.0
596	9	1.0
596	11	1.0
596	12	1.0
596	28	1.0
596	42	1.0
596	43	1.0
596	44	1.0
596	50	2.0
596	61	1.0
596	97	1.0
596	98	1.0
596	117	1.0
596	130	1.0
596	168	1.0
596	185	1.0
596	195	1.0
596	1503	1.0
596	1999	1.0
596	5339	1.0
596	6257	1.0
596	8385	1.0
597	0	2.0
597	1	1.0
597	2	1.0
597	3	1.0
597	5	1.0
597	6	1.0
597	8	1.0
597	10	1.0
597	11	1.0
597	25	1.0
597	37	1.0
597	55	2.0
597	63	1.0
597	79	1.0
597	86	1.0
597	92	1.0
597	109	1.0
597	207	1.0
597	212	1.0
597	263	1.0
597	826	1.0
597	1138	1.0
597	1189	1.0
597	1287	1.0
597	2106	1.0
597	9139	1.0
598	1	1.0
598	2	1.0
598	3	1.0
598	4	1.0
598	5	1.0
598	6	1.0
598	7	1.0
598	8	1.0
598	9	1.0
598	13	1.0
598	24	1.0
598	43	1.0
598	44	1.0
598	50	1.0
598	63	1.0
598	86	1.0
598	98	1.0
598	109	1.0
598	117	1.0
598	130	1.0
598	168	1.0
598	185	1.0
598	212	1.0
598	826	1.0
598	1138	1.0
598	1189	1.0
598	1287	1.0
598	1503	1.0
598	5339	1.0
598	6257	1.0
598	8385	1.0
599	0	1.0
599	1	1.0
599	2	1.0
599	3	1.0
599	4	1.0
599	5	1.0
599	6	1.0
599	7	1.0
599	8	1.0
599	9	1.0
599	10	1.0
599	36	1.0
599	46	1.0
599	56	1.0
599	63	1.0
599	68	1.0
599	86	1.0
599	88	1.0
599	109	1.0
599	127	1.0
599	150	1.0
599	211	1.0
599	212	1.0
599	229	1.0
599	826	1.0
599	1138	1.0
599	1189	1.0
599	1287	1.0
599	2246	1.0
599	2283	1.0
599	2748	1.0
600	1	1.0
600	2	1.0
600	3	1.0
600	4	1.0
600	5	1.0
600	6	1.0
600	7	1.0
600	8	1.0
600	9	1.0
600	13	1.0
600	29	1.0
600	37	1.0
600	43	1.0
600	63	1.0
600	66	1.0
600	80	1.0
600	86	1.0
600	109	1.0
600	122	1.0
600	184	1.0
600	188	1.0
600	200	1.0
600	212	1.0
600	271	1.0
600	826	1.0
600	1138	1.0
600	1189	1.0
600	1287	1.0
600	3339	1.0
600	4916	1.0
600	5425	1.0
601	1	1.0
601	2	1.0
601	3	1.0
601	4	1.0
601	5	1.0
601	6	1.0
601	7	1.0
601	8	1.0
601	9	1.0
601	13	1.0
601	17	1.0
601	29	1.0
601	36	1.0
601	63	1.0
601	78	1.0
601	86	1.0
601	96	1.0
601	109	1.0
601	111	1.0
601	187	1.0
601	201	1.0
601	212	1.0
601	270	1.0
601	826	1.0
601	1138	1.0
601	1189	1.0
601	1287	1.0
601	1504	1.0
601	1955	1.0
601	3048	1.0
601	5081	1.0
602	1	1.0
602	2	1.0
602	3	1.0
602	4	1.0
602	5	1.0
602	6	1.0
602	7	1.0
602	8	1.0
602	9	1.0
602	14	1.0
602	20	1.0
602	48	1.0
602	58	1.0
602	63	1.0
602	65	1.0
602	86	1.0
602	109	1.0
602	118	1.0
602	137	1.0
602	212	1.0
602	245	1.0
602	331	1.0
602	340	1.0
602	744	1.0
602	826	1.0
602	852	1.0
602	1138	1.0
602	1189	1.0
602	1287	1.0
602	1745	1.0
602	4007	1.0
603	0	1.0
603	1	1.0
603	2	1.0
603	3	1.0
603	4	1.0
603	5	1.0
603	6	1.0
603	8	1.0
603	10	1.0
603	15	2.0
603	32	1.0
603	33	1.0
603	49	1.0
603	63	1.0
603	86	1.0
603	109	1.0
603	212	1.0
603	264	1.0
603	374	1.0
603	440	1.0
603	644	2.0
603	826	1.0
603	862	1.0
603	1138	1.0
603	1189	1.0
603	1287	1.0
603	1407	1.0
604	0	1.0
604	1	1.0
604	2	1.0
604	3	1.0
604	4	1.0
604	6	1.0
604	7	1.0
604	9	1.0
604	11	1.0
604	14	1.0
604	18	1.0
604	19	1.0
604	45	1.0
604	48	1.0
604	59	1.0
604	75	1.0
604	99	1.0
604	161	1.0
604	261	1.0
604	286	1.0
604	374	1.0
604	598	1.0
604	744	1.0
604	852	1.0
604	1318	1.0
604	2577	1.0
604	5507	1.0
604	7725	1.0
604	8119	1.0
605	0	2.0
605	1	1.0
605	2	1.0
605	4	1.0
605	7	1.0
605	10	1.0
605	11	1.0
605	28	1.0
605	36	1.0
605	39	1.0
605	40	1.0
605	45	1.0
605	47	1.0
605	72	1.0
605	113	1.0
605	125	1.0
605	132	1.0
605	231	1.0
605	317	1.0
605	366	1.0
605	376	1.0
605	539	1.0
605	4374	1.0
605	5558	1.0
605	6830	1.0
605	7770	1.0
605	8633	1.0
606	0	2.0
606	1	1.0
606	10	1.0
606	11	1.0
606	22	1.0
606	25	1.0
606	30	1.0
606	31	1.0
606	34	1.0
606	35	1.0
606	36	1.0
606	38	1.0
606	43	1.0
606	153	1.0
606	205	1.0
606	341	1.0
606	391	1.0
606	543	1.0
606	3063	1.0
606	3098	1.0
606	7226	1.0
607	0	1.0
607	1	1.0
607	4	1.0
607	7	1.0
607	10	1.0
607	13	1.0
607	22	1.0
607	24	1.0
607	30	1.0
607	31	1.0
607	36	1.0
607	38	1.0
607	113	1.0
607	125	1.0
607	132	1.0
607	317	1.0
607	366	1.0
607	539	1.0
607	3063	1.0
607	3098	1.0
607	5558	1.0
607	6830	1.0
607	7770	1.0
607	8633	1.0
608	1	1.0
608	4	1.0
608	7	1.0
608	9	1.0
608	14	1.0
608	22	1.0
608	27	1.0
608	30	1.0
608	31	1.0
608	38	1.0
608	48	1.0
608	52	1.0
608	59	1.0
608	99	1.0
608	261	1.0
608	374	1.0
608	744	1.0
608	852	1.0
608	1318	1.0
608	2577	1.0
608	3063	1.0
608	3098	1.0
608	7725	1.0
608	8119	1.0
609	0	1.0
609	1	1.0
609	4	1.0
609	10	1.0
609	15	2.0
609	22	1.0
609	30	1.0
609	31	1.0
609	32	1.0
609	33	1.0
609	38	1.0
609	49	1.0
609	264	1.0
609	644	2.0
609	746	1.0
609	862	1.0
609	1047	1.0
609	1407	1.0
609	3063	1.0
609	3098	1.0
610	2	1.0
610	22	1.0
610	47	1.0
610	62	1.0
610	154	1.0
610	155	1.0
610	183	1.0
610	8176	2.0
611	0	1.0
611	2	1.0
611	6	1.0
611	8	1.0
611	11	1.0
611	12	1.0
611	23	1.0
611	38	1.0
611	62	1.0
611	119	1.0
611	151	1.0
611	152	1.0
611	156	1.0
611	182	1.0
611	4333	1.0
611	5839	2.0
611	7195	1.0
611	9742	1.0
612	0	2.0
612	1	1.0
612	2	1.0
612	3	1.0
612	4	1.0
612	5	1.0
612	6	1.0
612	10	1.0
612	11	1.0
612	15	1.0
612	18	1.0
612	19	1.0
612	21	1.0
612	32	1.0
612	33	1.0
612	42	1.0
612	66	1.0
612	95	1.0
612	146	1.0
612	157	1.0
612	239	1.0
612	906	1.0
612	1341	1.0
612	1520	2.0
612	4107	1.0
612	4591	1.0
612	6654	1.0
613	0	2.0
613	1	1.0
613	2	1.0
613	4	1.0
613	7	1.0
613	8	1.0
613	9	1.0
613	10	1.0
613	11	1.0
613	12	1.0
613	14	1.0
613	16	1.0
613	28	1.0
613	37	1.0
613	39	1.0
613	40	1.0
613	45	1.0
613	68	1.0
613	87	1.0
613	110	1.0
613	120	1.0
613	200	1.0
613	368	1.0
613	548	1.0
613	604	1.0
613	4852	1.0
613	5943	1.0
614	0	2.0
614	1	1.0
614	2	1.0
614	3	1.0
614	5	1.0
614	6	1.0
614	10	1.0
614	11	1.0
614	18	1.0
614	19	1.0
614	25	1.0
614	34	1.0
614	35	1.0
614	36	1.0
614	56	1.0
614	60	1.0
614	73	1.0
614	86	1.0
614	105	1.0
614	106	1.0
614	148	1.0
614	229	1.0
614	235	1.0
614	338	1.0
614	545	1.0
614	3653	1.0
614	5013	1.0
615	0	1.0
615	1	1.0
615	2	1.0
615	3	1.0
615	4	1.0
615	5	1.0
615	6	1.0
615	7	1.0
615	9	1.0
615	10	1.0
615	13	1.0
615	14	1.0
615	16	1.0
615	18	1.0
615	19	1.0
615	24	1.0
615	37	1.0
615	68	1.0
615	86	1.0
615	105	1.0
615	106	1.0
615	110	1.0
615	200	1.0
615	235	1.0
615	545	1.0
615	548	1.0
615	604	1.0
615	3653	1.0
615	4852	1.0
615	5013	1.0
615	5943	1.0
616	0	1.0
616	1	1.0
616	2	1.0
616	3	1.0
616	4	1.0
616	5	1.0
616	6	1.0
616	10	1.0
616	15	1.0
616	18	1.0
616	19	1.0
616	21	1.0
616	27	1.0
616	32	1.0
616	33	1.0
616	52	1.0
616	66	1.0
616	86	1.0
616	105	1.0
616	106	1.0
616	146	1.0
616	235	1.0
616	545	1.0
616	906	1.0
616	1341	1.0
616	1520	2.0
616	3653	1.0
616	4107	1.0
616	4591	1.0
616	5013	1.0
617	0	1.0
617	1	1.0
617	2	1.0
617	4	1.0
617	7	1.0
617	9	1.0
617	11	1.0
617	14	1.0
617	16	1.0
617	27	1.0
617	28	1.0
617	39	1.0
617	40	1.0
617	53	1.0
617	57	1.0
617	59	1.0
617	71	1.0
617	81	1.0
617	83	1.0
617	102	1.0
617	164	1.0
617	196	1.0
617	209	1.0
617	236	1.0
617	407	1.0
617	548	1.0
617	604	1.0
617	2295	1.0
617	3091	1.0
617	9092	1.0
618	0	2.0
618	1	1.0
618	2	1.0
618	10	1.0
618	11	1.0
618	25	1.0
618	28	1.0
618	34	1.0
618	35	1.0
618	49	1.0
618	67	1.0
618	70	1.0
618	84	1.0
618	86	1.0
618	101	1.0
618	125	1.0
618	126	1.0
618	162	1.0
618	164	1.0
618	196	1.0
618	213	1.0
618	215	1.0
618	227	1.0
618	351	1.0
618	1592	1.0
618	2242	1.0
618	6237	1.0
618	7842	1.0
619	0	2.0
619	1	1.0
619	2	1.0
619	8	1.0
619	10	1.0
619	11	1.0
619	12	1.0
619	25	1.0
619	28	1.0
619	48	1.0
619	51	1.0
619	59	1.0
619	65	1.0
619	69	1.0
619	74	1.0
619	90	1.0
619	114	1.0
619	162	1.0
619	176	1.0
619	215	1.0
619	222	1.0
619	230	1.0
619	455	1.0
619	1994	1.0
619	1996	1.0
619	2176	1.0
619	3987	1.0
619	4223	1.0
620	0	1.0
620	1	1.0
620	2	1.0
620	8	1.0
620	10	1.0
620	12	1.0
620	13	1.0
620	24	1.0
620	25	1.0
620	28	1.0
620	34	1.0
620	35	1.0
620	49	1.0
620	51	1.0
620	67	1.0
620	70	1.0
620	74	1.0
620	90	1.0
620	125	1.0
620	126	1.0
620	162	1.0
620	213	1.0
620	215	1.0
620	227	1.0
620	351	1.0
620	455	1.0
620	1996	1.0
620	2242	1.0
620	3987	1.0
620	4223	1.0
620	6237	1.0
621	1	1.0
621	2	1.0
621	4	1.0
621	7	1.0
621	8	1.0
621	9	1.0
621	12	1.0
621	14	1.0
621	16	1.0
621	27	2.0
621	28	1.0
621	51	1.0
621	52	1.0
621	57	1.0
621	59	1.0
621	71	1.0
621	74	1.0
621	81	1.0
621	90	1.0
621	162	1.0
621	209	1.0
621	215	1.0
621	407	1.0
621	455	1.0
621	548	1.0
621	604	1.0
621	1996	1.0
621	2295	1.0
621	3987	1.0
621	4223	1.0
622	0	1.0
622	1	1.0
622	2	1.0
622	3	1.0
622	5	1.0
622	6	1.0
622	8	1.0
622	11	1.0
622	25	1.0
622	27	1.0
622	50	1.0
622	53	1.0
622	57	1.0
622	76	1.0
622	82	1.0
622	85	1.0
622	94	1.0
622	109	1.0
622	125	1.0
622	126	1.0
622	176	1.0
622	213	1.0
622	230	1.0
622	351	1.0
622	438	1.0
622	570	1.0
622	6028	1.0
622	6366	1.0
622	6471	1.0
622	7711	1.0
623	1	1.0
623	2	1.0
